-0.13783346	0.02286302	-0.012133563	0.078377806	0.23246905	0.45273522	-0.32697552	0.13722317	-0.35567543	0.26813227	-0.023112409	-0.3791936	-0.14035262	0.22952577	-0.19122708	0.28803486	0.017106924	-0.22118892	-0.12059597	0.302606	-0.10244576	0.38910702	-0.015956596	0.48894033	0.22803655	-0.08743067	-0.40708688	-0.22152656	-1.091912	0.09723672
-0.15467525	0.03692768	-0.030859342	0.08379397	0.2380297	0.44998798	-0.3328568	0.16373678	-0.37414137	0.25186482	-0.038412854	-0.3650667	-0.16263759	0.23802757	-0.20368692	0.28303963	0.0036364936	-0.22285342	-0.11437438	0.31216425	-0.10714588	0.37768966	-0.005673429	0.5119874	0.22726607	-0.08625267	-0.40220392	-0.21979727	-1.1347029	0.11350547
-0.14804476	0.041633602	-0.023543458	0.097931735	0.24059062	0.45667294	-0.3225578	0.15144496	-0.37037423	0.25977775	-0.029680915	-0.38831174	-0.1364093	0.23811017	-0.18628512	0.28853858	-0.0071052816	-0.2139408	-0.14028372	0.33440274	-0.11030324	0.4081977	-0.012986086	0.52275914	0.24847971	-0.081447415	-0.42158583	-0.21727397	-1.1350721	0.12089089
-0.15766378	0.049430966	-0.037572145	0.095406845	0.23831908	0.46662602	-0.33793128	0.16908847	-0.37186456	0.28142896	-0.011864476	-0.38871452	-0.15435283	0.27044117	-0.19759075	0.2952165	0.007793415	-0.22662316	-0.14337909	0.34051615	-0.12857796	0.40523863	-0.0288674	0.54356164	0.24324588	-0.06941553	-0.4217469	-0.2333309	-1.1625185	0.11362413
-0.14851901	0.023023648	-0.022676606	0.1018918	0.23496968	0.47268134	-0.34297544	0.15729296	-0.38865748	0.26559618	-0.017104218	-0.38747177	-0.14906022	0.25210196	-0.21561271	0.28056356	0.020451134	-0.23386857	-0.13147616	0.3120401	-0.1305492	0.4047879	-0.03286116	0.5059896	0.23119274	-0.075561844	-0.42613432	-0.2114811	-1.1425072	0.12826963
-0.14996949	0.028906213	-0.011368662	0.06661975	0.21382025	0.4339613	-0.32022607	0.14311226	-0.35075933	0.25529882	-0.022541711	-0.36501274	-0.15196411	0.2497208	-0.17796446	0.2641643	0.008493071	-0.22101136	-0.10532035	0.31413186	-0.10869486	0.38312	-0.018274993	0.48142678	0.20814508	-0.06321541	-0.37945876	-0.1985199	-1.0708143	0.10997313
-0.1453698	0.025565533	-0.020756427	0.08715676	0.22808836	0.4607711	-0.3288616	0.1613661	-0.37180135	0.2721353	-0.030941812	-0.38474137	-0.15737708	0.25173238	-0.18730198	0.28407866	0.0014820142	-0.23759334	-0.13193657	0.31089106	-0.13573089	0.3715293	-0.02605497	0.49984995	0.2424454	-0.06576224	-0.39619297	-0.22326866	-1.0848815	0.10622448
-0.157827	0.025926052	-0.032226197	0.08559366	0.22213064	0.44479048	-0.30916816	0.13833706	-0.35230705	0.25165445	-0.0345127	-0.37222227	-0.14785218	0.2511019	-0.20925258	0.2956367	-0.0057046073	-0.22454056	-0.10854553	0.33149257	-0.13647887	0.38647863	-0.012961638	0.5201099	0.21789956	-0.08518071	-0.40964636	-0.23365344	-1.1164914	0.114270814
-0.12742127	0.03581397	-0.012943087	0.08863926	0.21809746	0.45080462	-0.31161672	0.15925099	-0.3470773	0.2679193	-0.016809689	-0.369862	-0.13411255	0.23628774	-0.19476387	0.26405725	0.013975751	-0.2039768	-0.13208733	0.31188628	-0.103670605	0.38426268	-0.014734429	0.48069727	0.22151667	-0.07374486	-0.39525798	-0.21478444	-1.0538307	0.12092217
-0.14285478	0.020517394	-0.010397729	0.10157932	0.23997691	0.45765033	-0.298466	0.16295443	-0.35490274	0.25025344	-0.01737121	-0.3551553	-0.14961664	0.23638634	-0.20532694	0.2550406	0.0026773552	-0.22440192	-0.13658537	0.31463015	-0.13810305	0.36079746	-0.011907083	0.50892264	0.24057095	-0.072765626	-0.39625368	-0.21895963	-1.0938649	0.11145178
